"iteration steps","retained information l1 average"
"0","0.49930212014954944"
"1","0.43589027132419583"
"2","0.38146211916445427"
"3","0.332159909202351"
"4","0.28747418705973965"
"5","0.2477323648339936"
"6","0.2134531306692034"
"7","0.18484477369327562"
"8","0.1620431994077958"
"9","0.1450453582427297"
"10","0.13367998542812395"
"11","0.12587650322275462"
"12","0.1191225136201988"
"13","0.1131211417766406"
"14","0.1077251361326471"
"15","0.10283407962482177"
"16","0.09840385109858069"
"17","0.09448283879315299"
"18","0.09096463013010843"
"19","0.08785994314368267"
"20","0.08505840872542254"
"21","0.08251862722149769"
"22","0.08019272767296878"
"23","0.0780504720569634"
"24","0.0760549891962641"
"25","0.07416725588400039"
"26","0.07245437645781376"
"27","0.07093230374618116"
"28","0.06950894500739473"
"29","0.06816930696946502"
"30","0.0669160590578292"
"31","0.0657648354912913"
"32","0.06471709089527902"
"33","0.06373423641696108"
"34","0.06282611132292648"
"35","0.06195738539576788"
"36","0.06111569967754567"
"37","0.06032418077756639"
"38","0.05959204807945169"
"39","0.058838809182247584"
"40","0.05811240404476309"
"41","0.05742266084911491"
"42","0.056729236409024414"
"43","0.05608320250240743"
"44","0.055529831708554946"
"45","0.055005218238981406"
"46","0.054506069873433115"
"47","0.05401980813024309"
"48","0.05358210427683583"
"49","0.05315171433420926"
"50","0.05277875774917264"
"51","0.052402632693208384"
"52","0.052018016912870196"
"53","0.05164287491987954"
"54","0.05126369771116957"
"55","0.05089032390552533"
"56","0.050556944965180914"
"57","0.05023218233074594"
"58","0.04991746998965468"
"59","0.04958860305661608"
"60","0.049259488779842174"
"61","0.048921030326629"
"62","0.048630565420247795"
"63","0.048350175995041794"
"64","0.048067953968923896"
"65","0.04778285735262157"
"66","0.04750521243577493"
"67","0.04730208749436867"
"68","0.047115562201702155"
"69","0.046961126670982165"
"70","0.04682213483133417"
"71","0.04666977437463373"
"72","0.04649686087893689"
"73","0.04632573857468994"
"74","0.04615684279181392"
"75","0.04600136614954109"
"76","0.04583167969081485"
"77","0.04566546743900412"
"78","0.045480223271397696"
"79","0.04529385198811869"
"80","0.045138348386108"
"81","0.0449528709510179"
"82","0.0447850197729309"
"83","0.04464556497718857"
"84","0.04453652753025104"
"85","0.044453620699581545"
"86","0.04437201566016348"
"87","0.044271271857060424"
"88","0.04417426752266141"
"89","0.04407651009661275"
"90","0.04393123737440317"
"91","0.04377605958796771"
"92","0.04361854325095919"
"93","0.043488636763322534"
"94","0.043366808648586046"
"95","0.043270152412567785"
"96","0.043160869558831735"
"97","0.043080864219645285"
"98","0.04300399350794476"
"99","0.04294700722244805"
"100","0.04286599571407758"
"101","0.042782266572674636"
"102","0.042706605379647086"
"103","0.042620397230882186"
"104","0.04253260483317347"
"105","0.04242491225553476"
"106","0.04230912418342398"
"107","0.042213194088366005"
"108","0.042138289923880544"
"109","0.04208159750443878"
"110","0.04203453157423924"
"111","0.041994569179068984"
"112","0.04193847378006653"
