"iteration steps","retained information l1 average"
"0","0.4911706723113754"
"1","0.40239209945421506"
"2","0.32236397823947466"
"3","0.2510674726072514"
"4","0.1892101054081817"
"5","0.13720028978446544"
"6","0.09489659237996705"
"7","0.06206280900200051"
"8","0.03828290470134492"
"9","0.02312866419755079"
"10","0.016052105619453968"
"11","0.013349795098949844"
"12","0.011283145646149012"
"13","0.009818610895177509"
"14","0.008715342464512135"
"15","0.00786507215877317"
"16","0.007208159385426829"
"17","0.006686293755267573"
"18","0.006278045813401164"
"19","0.005947452617314436"
"20","0.005663524322908836"
"21","0.005423188859410118"
"22","0.005224114711306277"
"23","0.0050460404735983445"
"24","0.00489074223849296"
"25","0.0047596512522810434"
"26","0.004632568670549725"
"27","0.004525187274534596"
"28","0.004417028852740421"
"29","0.0043190578865082395"
"30","0.004227859057808984"
"31","0.004165305611705411"
"32","0.004113814000091413"
"33","0.004055214406180825"
"34","0.0040019111429765416"
"35","0.003941335509591975"
"36","0.0038787331884490225"
"37","0.0038347779900169267"
"38","0.0037894002779199675"
"39","0.003751676464164301"
"40","0.003720512130950297"
"41","0.0036859540024346206"
"42","0.003652099518812432"
"43","0.0036226243767045804"
"44","0.0035932201912191077"
"45","0.0035635730625397165"
"46","0.0035349106314352566"
"47","0.003509084610504536"
"48","0.0034863494280521785"
"49","0.003465409718899223"
"50","0.003442407192882108"
"51","0.00341653539580516"
"52","0.003401372092454195"
"53","0.0033903544401798183"
"54","0.00336839285870661"
"55","0.0033557099170327463"
"56","0.003337737141043091"
"57","0.003316499874147771"
"58","0.003306335756480116"
"59","0.0032856104901300125"
"60","0.00326562788190458"
"61","0.003246806935947189"
"62","0.0032377921993930457"
"63","0.003224787402615488"
"64","0.0032207032831818964"
"65","0.0032050306244290347"
"66","0.0031874620346401235"
"67","0.00318142599461434"
"68","0.0031651637450027456"
"69","0.003154279264877495"
"70","0.0031477848661328254"
"71","0.003132227854489132"
"72","0.003125639961263927"
"73","0.0031158778507826886"
"74","0.0031103666266537188"
"75","0.0030959277301268466"
"76","0.0030742148901055782"
"77","0.003065551014071052"
"78","0.003055121606887888"
"79","0.0030486417704927633"
"80","0.0030405041593577005"
"81","0.003028657776993495"
"82","0.0030266603096741865"
"83","0.0030213893352754135"
"84","0.003012578713778378"
"85","0.0030036373411649444"
"86","0.0029976536898065897"
"87","0.0029851572425714963"
"88","0.002981269223784464"
"89","0.002973567503214787"
"90","0.00296397454476749"
"91","0.002958105140609553"
"92","0.0029508390919562436"
"93","0.0029457498370261694"
"94","0.002940453654656882"
"95","0.0029309384342663157"
"96","0.0029221273933541536"
"97","0.0029144901811312294"
"98","0.0029143397080170093"
"99","0.0029136250627511016"
"100","0.0029156634826107745"
"101","0.002909433863157052"
"102","0.0029045434240695654"
"103","0.002903393048971773"
"104","0.0028905081063238837"
"105","0.002889124449042663"
"106","0.0028844643412042985"
"107","0.0028868994779398327"
"108","0.0028820160856090947"
"109","0.0028743723053505925"
"110","0.0028744679110096843"
"111","0.002865254928575334"
"112","0.0028668022968443615"
"113","0.002861271782329042"
"114","0.0028517243371230776"
"115","0.002843497791110179"
"116","0.00284264548676042"
"117","0.002837932549839287"
"118","0.0028392042678447274"
"119","0.0028379764793515943"
"120","0.0028371086049765416"
"121","0.0028328404625672615"
"122","0.002824916458931291"
"123","0.002819966447481339"
"124","0.002821037106086378"
"125","0.0028213662164259133"
"126","0.0028182008233036547"
"127","0.0028127744902757975"
"128","0.002813544309931992"
"129","0.0028071187346021525"
"130","0.002801046337354868"
"131","0.002793894891978017"
"132","0.0027888513856351347"
"133","0.002787624834418048"
"134","0.0027870812631268053"
"135","0.0027848965856731816"
"136","0.0027801402197661584"
"137","0.0027779305321892554"
"138","0.0027734189685058148"
"139","0.0027719101136102"
"140","0.0027613986527321556"
"141","0.0027651657744442288"
"142","0.002760353516003441"
"143","0.0027622152812283043"
"144","0.002762488464681899"
"145","0.0027639109598917404"
"146","0.0027589998034395673"
"147","0.002755736220154039"
"148","0.0027534175891608887"
"149","0.0027512672112962083"
"150","0.0027465877146205593"
"151","0.0027450405966528233"
"152","0.0027464353604593223"
"153","0.002745589172558208"
"154","0.0027457088100877203"
"155","0.0027422424029009914"
"156","0.002734942892554265"
"157","0.002733569299567319"
"158","0.0027322010564050704"
"159","0.0027369233952793145"
"160","0.002737931339681299"
"161","0.0027344909403944863"
"162","0.0027326343593677797"
"163","0.002723934603007884"
"164","0.0027159023095217707"
"165","0.0027127630924307236"
"166","0.002710372034735644"
"167","0.002711122717010367"
"168","0.0027098013177980365"
"169","0.0027038495913619684"
"170","0.0027062227473762007"
"171","0.002708655656528738"
"172","0.002708345838714255"
"173","0.0027043313262451987"
"174","0.002706652522522721"
"175","0.0027036644353629186"
"176","0.0027007396641087803"
"177","0.0026946689067341087"
"178","0.0026942281472505333"
"179","0.0026883839724309655"
"180","0.002688563550549055"
"181","0.002691730446756475"
"182","0.002690496541756282"
"183","0.0026949431301601344"
"184","0.00269287331353479"
"185","0.0026913944760603827"
"186","0.0026894551932761445"
"187","0.0026881401170317717"
"188","0.00268355341660505"
"189","0.0026798614227773673"
"190","0.0026794175245929454"
"191","0.002674208127229621"
"192","0.002673278355395069"
"193","0.002672297968280354"
"194","0.0026719174965846165"
"195","0.0026704599381360125"
"196","0.002668936606127158"
"197","0.002674387971145571"
"198","0.002672598019264778"
"199","0.0026622440021870225"
"200","0.002655990501734149"
"201","0.002653306903087663"
"202","0.002658499546992256"
"203","0.002656197144760322"
"204","0.0026556844297633904"
"205","0.002658104121310195"
"206","0.002662159189628099"
"207","0.0026531924661132964"
"208","0.0026531661094673386"
"209","0.0026500784968920225"
"210","0.0026575978916114377"
"211","0.0026515579247371477"
"212","0.0026509787997638745"
"213","0.0026467308572658624"
"214","0.002640590289027213"
"215","0.002641432213550695"
"216","0.002644092704411926"
"217","0.002643754042691634"
"218","0.0026371581733448534"
"219","0.002636954099373379"
"220","0.0026304557596338665"
"221","0.002626399896173626"
"222","0.002628738793376178"
"223","0.0026305100773390756"
"224","0.0026294729360347166"
"225","0.0026295042340134306"
"226","0.00262963487163011"
"227","0.0026275706741379482"
"228","0.0026250356668932116"
"229","0.0026265547644149763"
"230","0.002625159199683265"
"231","0.0026284749427737206"
"232","0.0026316717087482957"
"233","0.0026248026849819087"
"234","0.0026205704998463995"
"235","0.0026184645751899053"
"236","0.002615942415352979"
"237","0.002616020474129764"
"238","0.002614734042619656"
"239","0.002609895621141182"
"240","0.0026132311020323424"
"241","0.002608783428796755"
"242","0.002610910499707298"
"243","0.0026097601193222344"
"244","0.002615858965378959"
"245","0.002619560082239482"
"246","0.0026191561961346876"
"247","0.0026177236653779088"
"248","0.002611481559001181"
"249","0.0026050718202088553"
"250","0.0026036156761088222"
"251","0.0025990485005887333"
"252","0.002598445277574079"
"253","0.002606821048832056"
"254","0.002611145324476485"
"255","0.0026114638581525534"
"256","0.0026053862489293705"
"257","0.0026057974461982532"
"258","0.002606570190124364"
"259","0.0026089675432787434"
"260","0.0026038886854980897"
"261","0.0026011959635000833"
"262","0.0026002382709838867"
"263","0.002600776017241727"
"264","0.0025973550477514633"
"265","0.002597752684808042"
"266","0.002596659666033228"
"267","0.002588774409987599"
"268","0.0025874029574374795"
"269","0.0025938648407090627"
"270","0.002597696688947603"
"271","0.0025998817674873723"
"272","0.0025982849755869664"
"273","0.0025884856525884366"
"274","0.0025868567858818485"
"275","0.0025839551808744523"
"276","0.002579174373015468"
"277","0.0025776726864932265"
"278","0.002578273166884796"
"279","0.002577648577954837"
"280","0.0025774013485241965"
"281","0.002580314439316283"
"282","0.002586916000186657"
"283","0.002588633581051339"
"284","0.0025875752423799915"
"285","0.0025875050690727375"
"286","0.002582161472409236"
"287","0.0025784989299443826"
"288","0.0025778970989899386"
"289","0.0025789728649111324"
"290","0.0025791205340298137"
"291","0.002574668304619126"
"292","0.0025796411956530794"
"293","0.0025776978010978576"
"294","0.0025731972519215905"
"295","0.0025760136075559264"
"296","0.002576815329514917"
"297","0.002579929046384508"
"298","0.0025740781696612265"
"299","0.002567868868376235"
