"iteration steps","retained probability average"
"0","0.5053311123125604"
"1","0.821930896787584"
"2","0.6913006840137823"
"3","0.6270267844695336"
"4","0.54833052134444"
"5","0.4958441498019529"
"6","0.4620160012919223"
"7","0.46055116354196796"
"8","0.4639095473028719"
"9","0.46541659200872526"
"10","0.4687128796748584"
"11","0.4863839357502875"
"12","0.4943148990306654"
"13","0.5007906244123588"
"14","0.5008968571326695"
"15","0.49943549403361975"
"16","0.4981778807237279"
"17","0.5017666932143038"
"18","0.5022107520513819"
"19","0.506500526967633"
"20","0.5091242798084277"
"21","0.5129348326142644"
"22","0.5149110253180843"
"23","0.5131035837110248"
"24","0.5212565614919294"
"25","0.5226874044326251"
"26","0.5183065108885058"
"27","0.5212978902056348"
"28","0.5202877745749429"
"29","0.521952196517319"
"30","0.5195197514225729"
"31","0.5169926488697529"
"32","0.5218826461231801"
"33","0.5243398428214132"
"34","0.5260678543497342"
"35","0.529351057863154"
"36","0.524241230693995"
"37","0.5255952492348733"
"38","0.5270336117667612"
"39","0.5262492363296914"
"40","0.5286521025547408"
"41","0.5289470765409642"
"42","0.5260969583661063"
"43","0.5307928230218822"
"44","0.5249068074038951"
"45","0.5271572127469699"
"46","0.5273527798717842"
"47","0.5303373555855943"
"48","0.530781480325153"
"49","0.5291706720460206"
"50","0.5323718924814602"
"51","0.5281559324630071"
"52","0.5245347612978658"
"53","0.5317617316081887"
"54","0.5269303970792097"
"55","0.5331357574871508"
"56","0.5341588312611566"
"57","0.5310095158290351"
"58","0.5353307828537072"
"59","0.5341210778971436"
"60","0.5299006929140887"
"61","0.5290301632374758"
"62","0.535979162166128"
"63","0.5289814950993168"
"64","0.5332815598330344"
"65","0.5327187392354245"
"66","0.5311619642690057"
"67","0.5364522340585245"
"68","0.5331509097932722"
"69","0.5316642897780984"
"70","0.5326394923537737"
"71","0.5316203819258372"
"72","0.5327594141131267"
"73","0.532988643501536"
"74","0.5344388394319686"
"75","0.5353887175857671"
"76","0.5355871322182356"
"77","0.5348988329385175"
"78","0.5330528248285409"
"79","0.5335580909178825"
"80","0.5347018189660158"
"81","0.5322723333021858"
"82","0.5324246415003435"
"83","0.5359090966957155"
"84","0.5359722542397212"
"85","0.5351793116817134"
"86","0.5360728214529227"
"87","0.5332605027577374"
"88","0.5350506194314802"
"89","0.5371455928198411"
"90","0.5369127037706203"
"91","0.5357855459109414"
"92","0.5348577202170854"
"93","0.5328732666824945"
"94","0.5373185944338911"
"95","0.5348494912603637"
"96","0.5364306390937418"
"97","0.5360130588641041"
"98","0.538418495289341"
"99","0.5328586813912262"
"100","0.5349048447872629"
"101","0.5332623195323977"
"102","0.5347636527125723"
"103","0.5406319078995729"
"104","0.5348993176849326"
"105","0.5370551952034002"
"106","0.5361381106938352"
"107","0.5369286677177297"
"108","0.5371810966979829"
"109","0.5346725632505841"
"110","0.5382592076548026"
"111","0.5368180527748191"
"112","0.537038476578542"
"113","0.5362974034037906"
"114","0.5397635703391861"
"115","0.5351705272709951"
"116","0.5362101656852174"
"117","0.5349089847814757"
"118","0.5346814469587989"
"119","0.5365210151041975"
"120","0.5365152643028414"
"121","0.5382067872176413"
"122","0.5394756114736665"
"123","0.538026264455053"
"124","0.5367604778229143"
"125","0.5371243311014259"
"126","0.5355429904843914"
"127","0.5355590875237248"
"128","0.5376417562938878"
"129","0.5376952114525484"
"130","0.539783397117455"
"131","0.5406964436698473"
"132","0.5381943558137282"
"133","0.5349619081292185"
"134","0.5369121123976074"
"135","0.5371467248791014"
"136","0.5351330437261494"
"137","0.5385468971368391"
"138","0.5384212743331446"
"139","0.5393086604235577"
"140","0.5375896308228839"
"141","0.5368919750972418"
"142","0.5350392088156659"
"143","0.5342193473557126"
"144","0.5372757127468358"
"145","0.5390882107509533"
"146","0.5371284422314493"
"147","0.5395397973148501"
"148","0.5372788940728642"
"149","0.5384999942617724"
"150","0.5373393715136335"
"151","0.5383439160066191"
"152","0.537722702533123"
"153","0.5380846012995462"
"154","0.5359786929620314"
"155","0.5372029522680678"
"156","0.5367665307864663"
"157","0.5410726160554332"
"158","0.5369414735939936"
"159","0.5366640455247252"
"160","0.5389237676738994"
"161","0.536210267141345"
"162","0.5371280962183955"
"163","0.5424419107974973"
"164","0.539407318229205"
"165","0.5376583090709173"
"166","0.5395437741053757"
"167","0.5382670318433666"
"168","0.5378009553634329"
"169","0.5355632307324558"
"170","0.5328928353020456"
"171","0.5376834524368169"
"172","0.5392041213305784"
"173","0.5374013978595612"
"174","0.5371207200944191"
"175","0.536368426316185"
"176","0.5368338179654093"
"177","0.5390795880880324"
"178","0.5423490724479779"
"179","0.5363647339705494"
"180","0.5336937057392206"
"181","0.5373597240369999"
"182","0.5359757538217236"
"183","0.5389522347163292"
"184","0.5410340811560164"
"185","0.5389038982006022"
"186","0.5384890890588867"
"187","0.537802456868405"
"188","0.5392331903246231"
"189","0.538067562545999"
"190","0.5401288823032518"
"191","0.5396678330372088"
"192","0.5384585785823293"
"193","0.5361796836574795"
"194","0.5377235029310105"
"195","0.5382962390268221"
"196","0.5368202178305946"
"197","0.5385933388610138"
"198","0.5431531399100205"
"199","0.5380621738986229"
"200","0.5372091251802631"
"201","0.536725192358077"
"202","0.537501526278269"
"203","0.5387817407374969"
"204","0.5374523414377472"
"205","0.5336936136522563"
"206","0.5398985595309059"
"207","0.539404910611338"
"208","0.5395139244669699"
"209","0.5394987037478713"
"210","0.540150995480828"
"211","0.5399887974252342"
"212","0.535849999942875"
"213","0.5388102320323814"
"214","0.5367942644160939"
"215","0.5411873585991561"
"216","0.5397290275801206"
"217","0.538106912261108"
"218","0.5380525106627029"
"219","0.5416569964704103"
"220","0.5392757110486273"
"221","0.5387831018224825"
"222","0.5360131281059585"
"223","0.5364425370079116"
"224","0.5359890219008666"
"225","0.5379983987320447"
"226","0.5372183643902535"
"227","0.5412938624408562"
"228","0.5387800917592831"
"229","0.539412092666782"
"230","0.5394716660513659"
"231","0.5341685560501647"
"232","0.5390481769517647"
"233","0.5431237311833538"
"234","0.537751948519086"
"235","0.5386994609930552"
"236","0.5364099265146651"
"237","0.5394239098688122"
"238","0.5382953596040024"
"239","0.5392000799602829"
"240","0.5376581124891527"
"241","0.5381685899379663"
"242","0.5392775092384545"
"243","0.5376742616773117"
"244","0.5372103131288896"
"245","0.5386156217146781"
"246","0.5436945106004714"
"247","0.5417238413766027"
"248","0.5406773045646842"
"249","0.5397888720197952"
"250","0.5389259178692591"
"251","0.5390814729570993"
"252","0.5367850505581009"
"253","0.5369681280143559"
"254","0.5416044668731629"
"255","0.5388331862192718"
"256","0.5393127261236659"
"257","0.5365561006663484"
"258","0.5391627193272579"
"259","0.5383050695981947"
"260","0.5418492541220039"
"261","0.5384087540672045"
"262","0.5405245105406502"
"263","0.5401525065870374"
"264","0.5390494210832986"
"265","0.5355002497438108"
"266","0.5402829732523533"
"267","0.5435427470058203"
"268","0.5368165867140633"
