"iteration steps","retained probability average"
"0","0.5021766188228503"
"1","1.2653165830255602"
"2","0.9174367961013923"
"3","0.8953582316401298"
"4","0.9229984895291272"
"5","0.8929020885788487"
"6","0.8862457322687259"
"7","0.8577664876441122"
"8","0.8566451665412024"
"9","0.9336923556961483"
"10","0.9213161897092322"
"11","0.9139239630007069"
"12","0.9029421983970678"
"13","0.9130688381631625"
"14","0.9390122832354973"
"15","0.94077549151305"
"16","0.9235164343079668"
"17","0.9136918750565383"
"18","0.9224174028696143"
"19","0.943668968634447"
"20","0.9271674394560978"
"21","0.9317161129892338"
"22","0.9306318435247521"
"23","0.9483957837393973"
"24","0.9471118553064298"
"25","0.94508279009955"
"26","0.929538368245121"
"27","0.9515103218401783"
"28","0.9496815471665468"
"29","0.9303532462893054"
"30","0.930312196915038"
"31","0.9443842881917953"
"32","0.9538206342980265"
"33","0.9586127645708621"
"34","0.9386172552325297"
"35","0.945772787759779"
"36","0.9507276453473605"
"37","0.9468435584241525"
"38","0.9295631291705649"
"39","0.9612114919256419"
"40","0.9495877084461972"
"41","0.946646507155383"
"42","0.9342859489889815"
"43","0.9439193312334828"
"44","0.9461792444065213"
"45","0.9555977830500342"
"46","0.9476870919205248"
"47","0.9443972487200517"
"48","0.947095672127325"
"49","0.943952499604784"
"50","0.9569376050832216"
"51","0.9443659286317415"
"52","0.9382817795500159"
"53","0.9527866796939634"
"54","0.9506964752252679"
"55","0.9439328723365906"
"56","0.9506213848199695"
"57","0.9557897771464196"
"58","0.9533114904281683"
"59","0.9373744875809643"
"60","0.9428804056625814"
"61","0.9455050291551743"
"62","0.9510171165084467"
"63","0.9433199940843042"
"64","0.9411863692826592"
"65","0.9438198077504057"
"66","0.9556863002968021"
"67","0.9474323160632048"
"68","0.9444386839936487"
"69","0.9397765785222874"
"70","0.9363625292968937"
"71","0.9567547672754153"
"72","0.9514329159958288"
"73","0.9494443591369781"
"74","0.9468146847747266"
"75","0.9512393101025373"
"76","0.9601605298428331"
"77","0.9462846764188726"
"78","0.9296290587482509"
